Date,KOR,CHN,JPY,USA,KOR_Seasonal_Adjusted_Trend,CHN_Seasonal_Adjusted_Trend,JPY_Seasonal_Adjusted_Trend,USA_Seasonal_Adjusted_Trend
2015-01-27,0.1066666666666670,0.46,0.5083333333333330,0.072,0.09641203707037040,0.10902777780694400,0.15255555556388900,0.08066666667500000
2015-01-28,0.065,0.36,0.0266666666666666,0.006,0.07710648151898150,0.10944444446944400,0.14281944445277800,0.07866666667500000
2015-01-29,0.315,0.1,1E-10,0.004,0.07238425929675920,0.10944444446944400,0.1208472222347220,0.07183333333750000
2015-01-30,0.08,0.09,0.175,0.018,0.0873842592884259,0.10888888891388900,0.10445833335000000,0.06666666667083330
2015-01-31,0.0033333333333333,1E-10,0.3416666666666670,0.124,0.09509259261759260,0.10750000002916700,0.1098055555722220,0.06016666667916670
2015-02-01,1E-10,0.17,0.02,0.1380000000000000,0.08712962965879630,0.10333333337083300,0.11580555557638900,0.05500000001666670
2015-02-02,0.02,0.01,0.074,0.204,0.08180555558888890,0.08083333337916670,0.09576388891388890,0.04733333335416670
2015-02-03,1E-10,1E-10,0.036,0.01,0.08413194447777780,0.04666666672083330,0.08083333335833330,0.044833333358333300
2015-02-04,0.175,1E-10,1E-10,0.02,0.07069444448194440,0.027500000062500000,0.08541666668750000,0.04525000002500000
2015-02-05,0.185,0.01,0.02,1E-10,0.05423611115694440,0.019583333404166700,0.07859722223888890,0.04441666669583330
2015-02-06,1E-10,1E-10,0.18,1E-10,0.05159722227222220,0.015833333408333300,0.0575694444611111,0.03850000003750000
2015-02-07,1E-10,1E-10,1E-10,0.008,0.05520833337916670,0.008750000079166670,0.04300000001666670,0.027583333379166700
2015-02-08,0.17,1E-10,0.0433333333333333,1E-10,0.0572916667125,0.00416666675,0.04283333335000000,0.013500000050000000
2015-02-09,0.0575,1E-10,0.1333333333333330,0.018,0.05645833338333330,0.008541666745833330,0.043000000016666600,0.005333333383333330
2015-02-10,1E-10,1E-10,0.0033333333333333,0.002,0.06380208338333330,0.010833333404166700,0.04450000001250000,0.009250000050000000
2015-02-11,1E-10,1E-10,0.008,1E-10,0.06848958338333330,0.010833333404166700,0.04700000000833330,0.0141666667125
2015-02-12,0.02,1E-10,0.004,1E-10,0.07093750004583330,0.010833333404166700,0.04637500000833330,0.015333333375000000
2015-02-13,0.07,1E-10,0.008,1E-10,0.07798611114861110,0.014027777840277800,0.05026388889305550,0.015000000045833300
2015-02-14,1E-10,0.07,0.0819999999999999,0.004,0.07284722225972220,0.031180555609722200,0.05480555555555550,0.014750000045833300
2015-02-15,1E-10,0.045,0.032,0.014,0.07253472226388890,0.06069444449027780,0.048444444448611100,0.020750000041666700
2015-02-16,0.35125,0.01,0.04,0.11,0.08376984130734130,0.08500000003750000,0.04375000000833330,0.03841666670833330
2015-02-17,0.12125,1E-10,0.04,0.028,0.0882341270174603,0.10875000002916700,0.05413888889722220,0.052333333370833300
2015-02-18,0.1225,0.01,0.145,1E-10,0.08740079368829370,0.1250000000208330,0.06405555556388890,0.05450000003333330
2015-02-19,0.0466666666666666,0.0666666666666666,0.1283333333333330,1E-10,0.08365079369662700,0.13250000001250000,0.06444444445277780,0.0635833333625
2015-02-20,1E-10,0.345,0.024,0.002,0.0819841270299603,0.14437500000833300,0.063666666675,0.07316666669166670
2015-02-21,0.22,0.3633333333333330,1E-10,0.16,0.0878174603549603,0.18062500000833300,0.07516666667500000,0.07500000002500000
2015-02-22,0.1071428571428570,0.22,0.024,0.284,0.07776537702162700,0.22208333334166700,0.08702777778611110,0.07350000002500000
2015-02-23,1E-10,0.35,0.2366666666666670,0.052,0.06349454369246030,0.2351388888930560,0.09529166667500000,0.07991666669166670
2015-02-24,1E-10,0.04,0.0133333333333333,1E-10,0.05875496036329360,0.23680555555555600,0.13008333334166700,0.09116666668750000
2015-02-25,1E-10,0.14,0.008,0.2180000000000000,0.058373015923015900,0.2384722222222220,0.15168055556388900,0.10075000001250000
2015-02-26,0.03,0.215,0.0633333333333333,0.016,0.0632341270299603,0.2288194444444440,0.1684583333416670,0.11908333334166700
2015-02-27,0.11,0.77,0.3266666666666670,0.046,0.05670634924801590,0.2059722222222220,0.19245833333750000,0.13058333334166700
2015-02-28,1E-10,0.28,0.03,0.042,0.047033730200396800,0.1854166666708330,0.19500000000000000,0.1195000000125
2015-03-01,0.13,0.0433333333333333,0.2483333333333330,0.25,0.04402777781944440,0.16166666667916700,0.1864722222222220,0.10550000002083300
2015-03-02,1E-10,0.0066666666666666,0.7716666666666670,0.048,0.044027777819444400,0.1454166666875,0.18530555555555600,0.10525000002083300
2015-03-03,0.1600000000000000,0.11,0.02,0.182,0.05256944448194440,0.14125000002500000,0.1965833333333330,0.10391666668333300
2015-03-04,0.0033333333333333,0.0699999999999999,0.535,0.26,0.06125000003333330,0.13062500002500000,0.25323611111111100,0.10383333335000000
2015-03-05,0.06,0.09,0.065,0.178,0.05680555559305550,0.10208333335833300,0.30502777777777800,0.10516666668333300
2015-03-06,0.0349999999999999,1E-10,0.02,1E-10,0.05222222226388890,0.08000000002500000,0.3034166666666670,0.10158333335416700
2015-03-07,1E-10,1E-10,0.036,1E-10,0.04716269845436510,0.08236111113611110,0.2927916666666670,0.090000000025
2015-03-08,1E-10,1E-10,0.186,0.046,0.042103174644841200,0.08611111114027780,0.25945833333333300,0.08491666669166670
2015-03-09,0.205,0.08,0.106,0.1400000000000000,0.03543650798234120,0.08291666670000000,0.23605555555555600,0.08208333336250000
2015-03-10,0.0333333333333333,0.02,1.325,0.092,0.02863095243511900,0.07708333337083330,0.21431944444444400,0.06366666670416670
2015-03-11,1E-10,0.28,0.308,0.002,0.025992063554563500,0.11395833337500000,0.19313888888888900,0.04558333337500000
2015-03-12,1E-10,0.24,0.01,1E-10,0.07008928578095240,0.1750000000375,0.19438888888888900,0.0397500000375
2015-03-13,0.0085714285714285,0.14,0.0133333333333333,0.014,0.12126984133234100,0.2054166666958330,0.23344444444444400,0.04400000002916670
2015-03-14,1E-10,1E-10,0.2066666666666670,0.162,0.12626984132400800,0.21708333335416700,0.2735694444444440,0.05175000002500000
2015-03-15,1E-10,0.04,0.0233333333333333,1E-10,0.1181448413240080,0.21625000002083300,0.2709166666666670,0.05133333335833330
2015-03-16,1E-10,1E-10,0.01,1E-10,0.10821428577678600,0.2120833333625,0.2114305555597220,0.04291666669166670
2015-03-17,1E-10,1.045,0.0816666666666666,0.004,0.10682539689206300,0.20125000003333300,0.14352777778611100,0.041000000025000000
2015-03-18,1.153333333333330,0.51,0.0333333333333333,0.034,0.10682539689206300,0.18125000003750000,0.13069444445277800,0.04250000002083330
2015-03-19,0.11,0.22,0.96,0.068,0.10646825403908700,0.1691666667083330,0.13027777778611100,0.045416666683333300
2015-03-20,0.01,0.06,0.225,0.164,0.1061111111861110,0.17854166670416700,0.12152777778611100,0.04625000001666670
2015-03-21,1E-10,1E-10,0.0033333333333333,0.012,0.1061111111861110,0.1883333333708330,0.1120833333458330,0.04683333334583330
2015-03-22,1E-10,1E-10,1E-10,0.018,0.1061111111861110,0.18666666670833300,0.11069444446527800,0.049166666675
2015-03-23,1E-10,0.04,0.0033333333333333,0.03,0.1061111111861110,0.17145833337500000,0.10687500002916700,0.04933333334166670
2015-03-24,1E-10,1E-10,0.0066666666666666,0.008,0.058055555634722200,0.13569444448611100,0.10486111114444400,0.04808333334583330
2015-03-25,1E-10,0.09,0.0066666666666666,0.076,0.009305555638888890,0.11180555559722200,0.06625000003750000,0.04525000001666670
2015-03-26,1E-10,0.275,0.0033333333333333,0.12,0.01601851860185190,0.11527777781944400,0.019791666708333300,0.03733333335000000
2015-03-27,1E-10,1E-10,1E-10,0.056,0.028128306957473500,0.1418750000375,0.019791666708333300,0.03383333335
2015-03-28,1E-10,1E-10,1E-10,1E-10,0.0534788360496693,0.19062500002916700,0.03166666670416660,0.03658333335
2015-03-29,1E-10,0.68,1E-10,0.008,0.08631448418948410,0.23291666669166700,0.055208333366666600,0.03516666668333330
2015-03-30,1E-10,0.0166666666666666,0.0666666666666666,1E-10,0.10537698418115100,0.3008333333541670,0.08208333336666660,0.03966666668333330
2015-03-31,0.0933333333333333,0.14,1E-10,0.034,0.13033531750615100,0.3816666666833330,0.10229166670000000,0.04300000001666670
2015-04-01,0.1877777777777780,0.2233333333333330,0.0699999999999999,0.008,0.15166865083115100,0.41479166668333300,0.12305555558888900,0.03833333335
2015-04-02,0.1128571428571430,0.475,0.1583333333333330,0.084,0.15627281748948400,0.43770833334583300,0.1392361111402780,0.035250000016666700
2015-04-03,0.4955555555555560,0.6950000000000000,0.13,0.012,0.1576269841519840,0.4579166666708330,0.14777777779861100,0.0425000000125
2015-04-04,0.2925,0.36,0.4383333333333330,0.002,0.1576269841519840,0.4645833333333330,0.15708333334583300,0.05158333334166670
2015-04-05,0.165,1.31,0.2166666666666670,0.144,0.1576269841519840,0.48743055555555600,0.18326388889722200,0.052666666675
2015-04-06,0.434,0.72,0.2816666666666670,0.02,0.15373809526726200,0.5069444444444440,0.20222222222638900,0.05175000000833330
2015-04-07,0.0779999999999999,0.44,0.2266666666666670,0.064,0.15827513230846600,0.4968055555597220,0.21562500000000000,0.056250000008333300
2015-04-08,0.0325,0.385,0.165,0.038,0.1865820106153440,0.46770833334583300,0.24034722222222200,0.05833333334166670
2015-04-09,1E-10,0.1,0.04,0.192,0.18852314818148100,0.4210416666833330,0.2729861111111110,0.05450000001250000
2015-04-10,1E-10,0.74,0.1833333333333330,0.034,0.1643958333666670,0.3791666666875,0.2898611111111110,0.06691666668333330
2015-04-11,1E-10,0.505,0.5116666666666670,1E-10,0.15133333337083300,0.3095833333625,0.2772222222222220,0.08441666668333330
2015-04-12,1E-10,0.12,0.01,0.012,0.12637500004583300,0.22791666670000000,0.25784722222222200,0.09216666668333330
2015-04-13,0.39,1E-10,0.3816666666666670,0.138,0.12332291671666700,0.18583333336666700,0.23972222222222200,0.09616666668333330
2015-04-14,0.5900000000000000,1E-10,0.44,0.004,0.15250925930925900,0.20187500003333300,0.22958333333333300,0.10683333335000000
2015-04-15,0.065,0.05,0.6316666666666670,1E-10,0.16666435190185200,0.22875000003750000,0.2508333333333330,0.11033333335000000
2015-04-16,0.144,1E-10,0.3416666666666670,0.312,0.16666435190185200,0.19375000004583300,0.26722222222638900,0.10300000001666700
2015-04-17,1E-10,1E-10,0.01,0.254,0.16666435190185200,0.14229166671666700,0.23895833334166700,0.10758333334583300
2015-04-18,1E-10,0.07,0.0233333333333333,0.096,0.16666435190185200,0.11833333338333300,0.21791666667916700,0.12433333334166700
2015-04-19,0.43875,0.08,0.05,0.0839999999999999,0.1504143519060190,0.1175000000458330,0.20187500001666700,0.13258333334166700
2015-04-20,0.3722222222222220,1.13,0.0983333333333333,0.274,0.10958101858101900,0.12750000003750000,0.1679166666875,0.136666666675
2015-04-21,1E-10,1E-10,0.6166666666666670,0.04,0.08228935192268520,0.13458333336666700,0.12326388891805600,0.15000000000416700
2015-04-22,1E-10,1E-10,1E-10,0.01,0.08628935192685190,0.13416666670000000,0.08270833337083330,0.14341666666666700
2015-04-23,1E-10,0.01,0.0166666666666666,0.134,0.11549768525601900,0.1566666666958330,0.06805555560138890,0.11991666667083300
2015-04-24,1E-10,0.04,1E-10,0.28,0.14758101858101900,0.17625000002916700,0.08076388893888890,0.105416666675
2015-04-25,1E-10,0.06,0.0066666666666666,0.068,0.13888310191435200,0.2063888889222220,0.09180555560972220,0.098166666675
2015-04-26,1E-10,0.18,1E-10,0.172,0.10509259266342600,0.1923611111486110,0.08562500006250000,0.08341666667916670
2015-04-27,1E-10,0.04,1E-10,0.152,0.10490740747824100,0.16708333337083300,0.059236111177777800,0.07208333335
2015-04-28,0.305,1E-10,1E-10,0.002,0.1341898148773150,0.33180555558472200,0.04187500006250000,0.07333333335000000
2015-04-29,0.54,0.54,1E-10,1E-10,0.14814814820648100,0.4884722222472220,0.04847222228055550,0.07800000001666670
2015-04-30,0.2300000000000000,1E-10,0.3383333333333330,0.002,0.14814814820648100,0.6309722222472220,0.0501388889472222,0.07458333335
2015-05-01,1E-10,0.8733333333333330,1E-10,0.004,0.14814814820648100,0.8445138889138890,0.05111111116944440,0.07558333335000000
2015-05-02,1E-10,1E-10,1E-10,1E-10,0.14814814820648100,0.9357638889138890,0.052222222276388900,0.08350000001666670
2015-05-03,0.3677777777777780,0.5233333333333330,0.0816666666666666,0.042,0.14898148153564800,0.9622222222472220,0.053472222268055500,0.08941666668333330
2015-05-04,0.335,3.43,0.1183333333333330,0.038,0.13710648153564800,1.0034722222430600,0.05513888892638890,0.11325000001666700
2015-05-05,1E-10,0.34,0.0566666666666666,0.218,0.10189814821064800,1.0401388889055600,0.05569444447777780,0.13233333334583300
2015-05-06,1E-10,3.13,1E-10,0.114,0.0919444445111111,1.0783333333458300,0.04965277781111110,0.13500000000833300
2015-05-07,1E-10,2.095,0.03,0.2580000000000000,0.10449074080740700,1.0647222222347200,0.0866666666958333,0.1397500000083330
2015-05-08,1E-10,0.3350000000000000,0.0033333333333333,0.172,0.10449074080740700,1.0737500000125,0.13097222224305600,0.15175000000416700
2015-05-09,0.02,0.52,0.0266666666666666,0.294,0.09250000006666670,1.1136111111194400,0.1295138889055560,0.15941666666666700
2015-05-10,1E-10,0.51,0.0133333333333333,0.4320000000000000,0.06696759265925930,0.9801388888972220,0.15111111112777800,0.15925000000000000
2015-05-11,1E-10,0.91,1E-10,0.028,0.05342592599259260,0.8650000000083330,0.17333333335000000,0.18341666666666700
2015-05-12,0.5311111111111110,0.5466666666666670,0.1933333333333330,0.038,0.07925925932175930,0.7502777777861110,0.17138888890138900,0.20241666666666700
2015-05-13,1E-10,1E-10,1.0333333333333300,0.0819999999999999,0.10800925931342600,0.5354861111236110,0.19687500000833300,0.19416666666666700
2015-05-14,1E-10,1.09,0.03,0.2100000000000000,0.11092592597592600,0.5384027777944450,0.2223611111194440,0.18325000000000000
2015-05-15,0.08,0.3900000000000000,0.0166666666666666,0.016,0.11009259264675900,0.6831944444611110,0.2265972222305560,0.17391666666666700
2015-05-16,0.01,0.36,0.7016666666666670,0.06,0.10925925931759300,0.7256944444611110,0.23013888890138900,0.15475000000000000
2015-05-17,1E-10,0.6466666666666670,0.0066666666666666,0.776,0.10925925931759300,0.7252777777944440,0.22958333335000000,0.14525000000000000
2015-05-18,0.62,0.07,0.0033333333333333,0.012,0.08712962969212960,0.7358333333500000,0.22152777779861100,0.18358333333333300
2015-05-19,0.07,1E-10,0.6383333333333330,0.162,0.06500000006666670,0.7728472222347220,0.1704166666958330,0.21566666666666700
2015-05-20,1E-10,2.5,0.0066666666666666,0.006,0.06500000006666670,0.7853472222305560,0.1261111111486110,0.21700000000000000
2015-05-21,1E-10,1.83,0.125,0.236,0.0616666667375,0.7434722222347220,0.12416666671250000,0.21875000000000000
2015-05-22,1E-10,0.22,1E-10,0.03,0.059583333408333300,0.7170138889055560,0.09423611116527780,0.23500000000000000
2015-05-23,1E-10,1.19,1E-10,0.202,0.060833333408333300,0.6929861111277780,0.06472222228472220,0.23291666666666700
2015-05-24,1E-10,0.52,1E-10,0.784,0.039739583408333300,0.72083333335,0.06673611117777780,0.22475000000000000
2015-05-25,1E-10,0.915,1E-10,0.106,0.015729166745833300,0.8058333333458330,0.04611111117777780,0.2395
2015-05-26,1E-10,0.475,1E-10,0.218,0.012812500083333300,0.795416666675,0.022916666737500000,0.25125
2015-05-27,1E-10,1E-10,1E-10,0.05,0.012812500083333300,0.6675000000083330,0.017430555634722200,0.25025
2015-05-28,0.04,0.115,1E-10,0.416,0.02739583341250000,0.586666666675,0.05555555563472220,0.24233333333333300
2015-05-29,1E-10,0.315,1E-10,0.37,0.04197916674166670,0.5434722222305560,0.11201388895972200,0.23283333333333300
2015-05-30,0.1137500000000000,1.07,0.0583333333333333,0.222,0.049002976261309500,0.5523611111194450,0.13041666672916700,0.20116666666666700
2015-05-31,1E-10,1.04,0.0883333333333333,0.306,0.05602678578095240,0.5615277777861110,0.17368055560972200,0.175
2015-06-01,1E-10,1.21,1E-10,0.144,0.05602678578095240,0.5465277777861110,0.21166666671666700,0.16900000000000000
2015-06-02,1E-10,0.05,1E-10,0.074,0.06269345244345240,0.5713888888930560,0.21194444449027800,0.1650833333333330
2015-06-03,0.35,0.06,1.04,0.002,0.06769345244345240,0.5729861111111110,0.2442361111486110,0.1476666666666670
2015-06-04,1E-10,0.3133333333333330,0.315,0.002,0.06602678578095240,0.5768055555555560,0.2811805555847220,0.11666666666666700
2015-06-05,0.1685714285714290,1.61,0.1266666666666670,0.224,0.06281498022539680,0.5801388888888890,0.2890277778027780,0.09941666666666670
2015-06-06,1E-10,0.045,0.9116666666666670,0.038,0.06231150799900790,0.5601388888888890,0.3002083333583330,0.08525000000000000
2015-06-07,1E-10,0.985,1E-10,0.142,0.06939484132400790,0.502361111111111,0.3097222222430560,0.07725000000000000
2015-06-08,0.16,0.0866666666666666,0.0066666666666666,0.032,0.0862698413156746,0.4661111111111110,0.3113888889013890,0.09325000000000000
2015-06-09,1E-10,0.0666666666666666,0.7683333333333330,0.0159999999999999,0.08418650798234130,0.47451388888888900,0.2684722222347220,0.12525
2015-06-10,1E-10,0.4550000000000000,0.1183333333333330,0.026,0.07029761909345240,0.4685416666666670,0.21215277779444400,0.14683333333333300
2015-06-11,0.0366666666666666,1.01,0.1283333333333330,0.152,0.07136408734325400,0.4248611111111110,0.20486111112777800,0.1580833333333330
2015-06-12,0.065,0.62,0.2866666666666670,0.036,0.07840277781527780,0.4009027777777780,0.17875000001666700,0.16950000000000000
2015-06-13,0.105,0.2433333333333330,0.03,0.222,0.08701388891805550,0.37090277777777800,0.15416666667916700,0.16608333333750000
2015-06-14,0.3000000000000000,0.1466666666666670,0.01,0.38,0.10489583335833300,0.33062500000000000,0.1638888888972220,0.16066666667500000
2015-06-15,1E-10,0.165,1E-10,0.4640000000000000,0.12416666668750000,0.34763888888888900,0.13958333334166700,0.16658333334166700
2015-06-16,0.0166666666666666,0.065,0.0033333333333333,0.058,0.12791666667916700,0.36506944444444400,0.11645833334166700,0.1712500000083330
2015-06-17,0.1775,0.8100000000000000,0.2633333333333330,0.438,0.12847222223055600,0.3629166666666670,0.11506944445277800,0.16441666667500000
2015-06-18,0.16,0.27,0.1483333333333330,0.098,0.17840277778611100,0.34375000000000000,0.1046527777861110,0.1572500000083330
2015-06-19,0.0466666666666666,0.04,0.1733333333333330,1E-10,0.2517361111194440,0.3205555555555550,0.0986111111194444,0.1512500000083330
2015-06-20,0.5425,0.065,0.0666666666666666,0.044,0.34236111111944400,0.31437500000000000,0.10145833334166700,0.13808333334166700
2015-06-21,0.08,0.4966666666666670,0.125,0.146,0.4251388888930560,0.30701388889305600,0.14145833333750000,0.11983333334166700
2015-06-22,0.01,0.4433333333333330,0.2066666666666670,0.008,0.4401388888930560,0.29743055556805600,0.19138888888888900,0.111666666675
2015-06-23,0.04,0.97,0.0066666666666666,0.006,0.43204861112361100,0.2609722222430560,0.19402777777777800,0.09575000000833330
2015-06-24,1.26,0.2,0.1583333333333330,0.01,0.4389384920801590,0.23159722224722200,0.17715277777777800,0.07425000000833330
2015-06-25,0.67,0.1066666666666670,0.0133333333333333,0.104,0.4549776785880950,0.2359722222472220,0.21368055555555600,0.07383333333750000
2015-06-26,1.91,0.135,0.0949999999999999,0.182,0.4341269841478170,0.23326388891805600,0.2686805555555560,0.07625000000000000
2015-06-27,0.3766666666666670,1E-10,0.875,0.224,0.4081894841561510,0.2109027778111110,0.2893055555555560,0.06925000000416670
2015-06-28,1E-10,1E-10,0.3266666666666670,0.102,0.40485615082698400,0.17569444447777800,0.3027083333333330,0.06283333334583330
2015-06-29,1E-10,1E-10,0.0033333333333333,0.012,0.40318948416448400,0.13388888892222200,0.3215972222222220,0.062333333350000000
2015-06-30,0.5028571428571430,0.375,0.0033333333333333,0.008,0.3498561508353180,0.09930555559305560,0.3310416666666670,0.06675000001666670
2015-07-01,0.08875,0.04,1.195,0.08,0.30933531750198400,0.08652777782361110,0.3378472222222220,0.07016666668333330
2015-07-02,1E-10,1E-10,0.365,0.022,0.2848792989834660,0.07645833338750000,0.3556944444444440,0.06241666668333330
2015-07-03,1E-10,0.025,0.3216666666666670,1E-10,0.26741633602050300,0.16416666672083300,0.3421527777777780,0.051500000016666700
2015-07-04,0.01,0.07,0.3316666666666670,1E-10,0.2855552249093920,0.2662500000458330,0.3104166666666670,0.04366666668333330
2015-07-05,1E-10,0.34,0.3350000000000000,0.002,0.3980552249052250,0.2750000000416670,0.29888888889305600,0.039916666683333300
2015-07-06,0.02,1E-10,0.0566666666666666,0.12,0.5490820106153440,0.25937500004583300,0.30354166667500000,0.03983333335
2015-07-07,0.9375,1E-10,0.2783333333333330,0.076,0.5966489749010580,0.24250000005,0.26138888889722200,0.04216666668333330
2015-07-08,1.0555555555555600,1E-10,0.2583333333333330,0.024,0.6061058201349870,0.2414583333791670,0.1999027777861110,0.04708333335000000
2015-07-09,0.8120000000000000,2.24,0.3866666666666670,0.12,0.6065224867974870,0.31951388893055600,0.17195833334583300,0.05133333334583330
2015-07-10,1E-10,0.21,0.0533333333333333,0.018,0.6071474867974870,0.43138888893055600,0.1729305555722220,0.05716666667083330
2015-07-11,2.7,1E-10,1E-10,0.006,0.6113835979044310,0.5498611111527780,0.20112500001666700,0.06166666666666670
2015-07-12,1.4275000000000000,1E-10,0.1183333333333330,0.012,0.6149947090113760,0.6711805555930560,0.27258333335000000,0.0655
2015-07-13,0.3057142857142860,0.01,0.0683333333333333,0.132,0.5821822090113760,0.7126388889180560,0.3265416666833330,0.06616666666666670
2015-07-14,0.01,0.005,0.016,0.088,0.5096739418156090,0.7290972222430560,0.3166111111277780,0.06216666667083330
2015-07-15,1E-10,1.893333333333330,1E-10,0.036,0.44156150795317500,0.6751388889055550,0.29494444446111100,0.05658333334166670
2015-07-16,0.025,0.8866666666666670,0.6766666666666670,0.104,0.41314484128650800,0.6061111111277780,0.29293055557222200,0.05125000001250000
2015-07-17,0.0866666666666666,2.3666666666666700,0.6666666666666670,0.006,0.313442460334127,0.7404166666791670,0.34161111112361100,0.050250000020833300
2015-07-18,0.02,0.885,1.4400000000000000,0.208,0.18777281747698400,0.9918750000041670,0.3743194444527780,0.04950000002916670
2015-07-19,0.15,0.11,0.19,0.004,0.2049007936674600,1.1054166666708300,0.372652777786111,0.0435000000375
2015-07-20,0.1028571428571430,0.285,0.1083333333333330,1E-10,0.31216269842936500,1.1243750000083300,0.37330555556388900,0.034333333379166700
2015-07-21,0.1300000000000000,0.66,0.0166666666666666,0.01,0.37882936509186500,1.0994444444527800,0.3747222222263890,0.03216666671666670
2015-07-22,1E-10,0.1333333333333330,0.375,1E-10,0.3802876984251980,1.0181944444569400,0.3483333333333330,0.029333333387500000
2015-07-23,0.3071428571428570,3.3,0.8466666666666670,1E-10,0.4042807539849210,0.8847222222388890,0.2927777777777780,0.02533333339166670
2015-07-24,0.8042857142857140,2.7350000000000000,0.0566666666666666,1E-10,0.42848214287797600,0.7592361111277780,0.2052777777819440,0.03325000005833330
2015-07-25,1.34,1E-10,0.09,1E-10,0.42139880955297600,0.7256944444652780,0.13763888889722200,0.04066666672916670
2015-07-26,1.55,0.47,0.01,1E-10,0.41086309527559500,0.762986111136111,0.12576388889722200,0.040500000066666700
2015-07-27,0.06,0.83,0.04,0.072,0.4180773809940480,0.7773611111402780,0.12083333334583300,0.048916666733333300
2015-07-28,1E-10,1E-10,0.0033333333333333,1E-10,0.4302023809898810,0.7447222222555560,0.10451388890972200,0.0573333334
2015-07-29,0.6875,0.05,0.0066666666666666,0.014,0.4180297619422620,0.6020833333708330,0.05361111114027780,0.06091666672916670
2015-07-30,1E-10,0.19,1E-10,0.39,0.37172023814107100,0.376458333375,0.015972222259722200,0.06450000005833330
2015-07-31,1E-10,1E-10,0.0066666666666666,1E-10,0.28237500005416700,0.30375000003750000,0.009861111156944430,0.06450000005833330
2015-08-01,1E-10,1.29,0.0066666666666666,1E-10,0.16195833339583300,0.3066666667,0.027569444494444400,0.06450000005833330
2015-08-02,0.406,1E-10,1E-10,0.212,0.10779166673333300,0.25958333337083300,0.04791666671666660,0.061500000062500000
2015-08-03,0.015,0.01,1E-10,1E-10,0.1182083334,0.23500000003750000,0.05062500005000000,0.05933333339583330
2015-08-04,1E-10,1E-10,1E-10,0.086,0.08956250007083330,0.25687500003333300,0.05416666672083330,0.06166666672500000
2015-08-05,1E-10,0.62,1E-10,1E-10,0.08133333340416670,0.3372916667,0.05416666672083330,0.06233333339166670
2015-08-06,1E-10,0.37,1E-10,1E-10,0.16563888895138900,0.4141666666958330,0.07208333338333330,0.06158333338750000
