"STATION","NAME","DATE","PRCP"
"JA000047662","TOKYO, JA","2000-02-16",
"JA000047662","TOKYO, JA","2000-02-17",
"JA000047662","TOKYO, JA","2000-02-18",
"JA000047662","TOKYO, JA","2000-02-19",
"JA000047662","TOKYO, JA","2000-02-20","0.10"
"JA000047662","TOKYO, JA","2000-02-21",
"JA000047662","TOKYO, JA","2000-02-22",
"JA000047662","TOKYO, JA","2000-02-23",
"JA000047662","TOKYO, JA","2000-02-24","0.06"
"JA000047662","TOKYO, JA","2000-02-25",
"JA000047662","TOKYO, JA","2000-02-26",
"JA000047662","TOKYO, JA","2000-02-27",
"JA000047662","TOKYO, JA","2000-02-28",
"JA000047662","TOKYO, JA","2000-02-29",
"JA000047662","TOKYO, JA","2000-03-01",
"JA000047662","TOKYO, JA","2000-03-02",
"JA000047662","TOKYO, JA","2000-03-03",
"JA000047662","TOKYO, JA","2000-03-04",
"JA000047662","TOKYO, JA","2000-03-05","0.05"
"JA000047662","TOKYO, JA","2000-03-06","0.05"
"JA000047662","TOKYO, JA","2000-03-07",
"JA000047662","TOKYO, JA","2000-03-08",
"JA000047662","TOKYO, JA","2000-03-09",
"JA000047662","TOKYO, JA","2000-03-10",
"JA000047662","TOKYO, JA","2000-03-11",
"JA000047662","TOKYO, JA","2000-03-12","0.18"
"JA000047662","TOKYO, JA","2000-03-13",
"JA000047662","TOKYO, JA","2000-03-14",
"JA000047662","TOKYO, JA","2000-03-15",
"JA000047662","TOKYO, JA","2000-03-16","0.63"
"JA000047662","TOKYO, JA","2000-03-17",
"JA000047662","TOKYO, JA","2000-03-18",
"JA000047662","TOKYO, JA","2000-03-19",
"JA000047662","TOKYO, JA","2000-03-20",
"JA000047662","TOKYO, JA","2000-03-21",
"JA000047662","TOKYO, JA","2000-03-22","0.07"
"JA000047662","TOKYO, JA","2000-03-23",
"JA000047662","TOKYO, JA","2000-03-24","1.22"
"JA000047662","TOKYO, JA","2000-03-25",
"JA000047662","TOKYO, JA","2000-03-26",
"JA000047662","TOKYO, JA","2000-03-27",
"JA000047662","TOKYO, JA","2000-03-28",
"JA000047662","TOKYO, JA","2000-03-29","0.34"
"JA000047662","TOKYO, JA","2000-03-30",
"JA000047662","TOKYO, JA","2000-03-31",
"JA000047662","TOKYO, JA","2000-04-01",
"JA000047662","TOKYO, JA","2000-04-02",
"JA000047662","TOKYO, JA","2000-04-03",
"JA000047662","TOKYO, JA","2000-04-04",
"JA000047662","TOKYO, JA","2000-04-05","1.30"
"JA000047662","TOKYO, JA","2000-04-06","0.05"
"JA000047662","TOKYO, JA","2000-04-07",
"JA000047662","TOKYO, JA","2000-04-08",
"JA000047662","TOKYO, JA","2000-04-09",
"JA000047662","TOKYO, JA","2000-04-10",
"JA000047662","TOKYO, JA","2000-04-11","0.58"
"JA000047662","TOKYO, JA","2000-04-12",
"JA000047662","TOKYO, JA","2000-04-13",
"JA000047662","TOKYO, JA","2000-04-14",
"JA000047662","TOKYO, JA","2000-04-15",
"JA000047662","TOKYO, JA","2000-04-16","0.34"
"JA000047662","TOKYO, JA","2000-04-17","0.06"
"JA000047662","TOKYO, JA","2000-04-18",
"JA000047662","TOKYO, JA","2000-04-19",
"JA000047662","TOKYO, JA","2000-04-20","1.18"
"JA000047662","TOKYO, JA","2000-04-21",
"JA000047662","TOKYO, JA","2000-04-22",
"JA000047662","TOKYO, JA","2000-04-23",
"JA000047662","TOKYO, JA","2000-04-24",
"JA000047662","TOKYO, JA","2000-04-25",
"JA000047662","TOKYO, JA","2000-04-26","0.23"
"JA000047662","TOKYO, JA","2000-04-27",
"JA000047662","TOKYO, JA","2000-04-28","0.05"
"JA000047662","TOKYO, JA","2000-04-29",
"JA000047662","TOKYO, JA","2000-04-30",
"JA000047662","TOKYO, JA","2000-05-01",
"JA000047662","TOKYO, JA","2000-05-02",
"JA000047662","TOKYO, JA","2000-05-03","0.11"
"JA000047662","TOKYO, JA","2000-05-04",
"JA000047662","TOKYO, JA","2000-05-05",
"JA000047662","TOKYO, JA","2000-05-06","0.06"
"JA000047662","TOKYO, JA","2000-05-07",
"JA000047662","TOKYO, JA","2000-05-08",
"JA000047662","TOKYO, JA","2000-05-09",
"JA000047662","TOKYO, JA","2000-05-10",
"JA000047662","TOKYO, JA","2000-05-11",
"JA000047662","TOKYO, JA","2000-05-12",
"JA000047662","TOKYO, JA","2000-05-13","0.44"
"JA000047662","TOKYO, JA","2000-05-14","0.24"
"JA000047662","TOKYO, JA","2000-05-15",
"JA000047662","TOKYO, JA","2000-05-16",
"JA000047662","TOKYO, JA","2000-05-17","0.06"
"JA000047662","TOKYO, JA","2000-05-18","0.43"
"JA000047662","TOKYO, JA","2000-05-19",
"JA000047662","TOKYO, JA","2000-05-20","1.10"
"JA000047662","TOKYO, JA","2000-05-21","0.24"
"JA000047662","TOKYO, JA","2000-05-22",
"JA000047662","TOKYO, JA","2000-05-23",
"JA000047662","TOKYO, JA","2000-05-24",
"JA000047662","TOKYO, JA","2000-05-25",
"JA000047662","TOKYO, JA","2000-05-26",
"JA000047662","TOKYO, JA","2000-05-27",
"JA000047662","TOKYO, JA","2000-05-28",
"JA000047662","TOKYO, JA","2000-05-29",
"JA000047662","TOKYO, JA","2000-05-30",
"JA000047662","TOKYO, JA","2000-05-31","0.31"
"JA000047662","TOKYO, JA","2000-06-01","0.24"
"JA000047662","TOKYO, JA","2000-06-02",
"JA000047662","TOKYO, JA","2000-06-03",
"JA000047662","TOKYO, JA","2000-06-04",
"JA000047662","TOKYO, JA","2000-06-05",
"JA000047662","TOKYO, JA","2000-06-06",
"JA000047662","TOKYO, JA","2000-06-07",
"JA000047662","TOKYO, JA","2000-06-08",
"JA000047662","TOKYO, JA","2000-06-09","0.32"
"JA000047662","TOKYO, JA","2000-06-10","0.05"
"JA000047662","TOKYO, JA","2000-06-11","0.94"
"JA000047662","TOKYO, JA","2000-06-12","0.40"
"JA000047662","TOKYO, JA","2000-06-13","1.26"
"JA000047662","TOKYO, JA","2000-06-14","1.78"
"JA000047662","TOKYO, JA","2000-06-15",
"JA000047662","TOKYO, JA","2000-06-16",
"JA000047662","TOKYO, JA","2000-06-17",
"JA000047662","TOKYO, JA","2000-06-18",
"JA000047662","TOKYO, JA","2000-06-19",
"JA000047662","TOKYO, JA","2000-06-20",
"JA000047662","TOKYO, JA","2000-06-21",
"JA000047662","TOKYO, JA","2000-06-22",
"JA000047662","TOKYO, JA","2000-06-23","0.40"
"JA000047662","TOKYO, JA","2000-06-24","1.41"
"JA000047662","TOKYO, JA","2000-06-25","0.18"
"JA000047662","TOKYO, JA","2000-06-26",
"JA000047662","TOKYO, JA","2000-06-27",
"JA000047662","TOKYO, JA","2000-06-28","1.50"
"JA000047662","TOKYO, JA","2000-06-29",
"JA000047662","TOKYO, JA","2000-06-30",
"JA000047662","TOKYO, JA","2000-07-01",
"JA000047662","TOKYO, JA","2000-07-02",
"JA000047662","TOKYO, JA","2000-07-03","1.21"
"JA000047662","TOKYO, JA","2000-07-04",
"JA000047662","TOKYO, JA","2000-07-05","0.06"
"JA000047662","TOKYO, JA","2000-07-06",
"JA000047662","TOKYO, JA","2000-07-07",
"JA000047662","TOKYO, JA","2000-07-08","6.59"
"JA000047662","TOKYO, JA","2000-07-09",
"JA000047662","TOKYO, JA","2000-07-10",
"JA000047662","TOKYO, JA","2000-07-11",
"JA000047662","TOKYO, JA","2000-07-12",
"JA000047662","TOKYO, JA","2000-07-13",
"JA000047662","TOKYO, JA","2000-07-14",
"JA000047662","TOKYO, JA","2000-07-15","0.06"
"JA000047662","TOKYO, JA","2000-07-16",
"JA000047662","TOKYO, JA","2000-07-17",
"JA000047662","TOKYO, JA","2000-07-18",
"JA000047662","TOKYO, JA","2000-07-19",
"JA000047662","TOKYO, JA","2000-07-20",
"JA000047662","TOKYO, JA","2000-07-21",
"JA000047662","TOKYO, JA","2000-07-22",
"JA000047662","TOKYO, JA","2000-07-23",
"JA000047662","TOKYO, JA","2000-07-24",
"JA000047662","TOKYO, JA","2000-07-25","0.23"
"JA000047662","TOKYO, JA","2000-07-26","1.14"
"JA000047662","TOKYO, JA","2000-07-27","0.11"
"JA000047662","TOKYO, JA","2000-07-28",
"JA000047662","TOKYO, JA","2000-07-29",
"JA000047662","TOKYO, JA","2000-07-30",
"JA000047662","TOKYO, JA","2000-07-31",
"JA000047662","TOKYO, JA","2000-08-01",
"JA000047662","TOKYO, JA","2000-08-02",
"JA000047662","TOKYO, JA","2000-08-03",
"JA000047662","TOKYO, JA","2000-08-04",
"JA000047662","TOKYO, JA","2000-08-05",
"JA000047662","TOKYO, JA","2000-08-06",
"JA000047662","TOKYO, JA","2000-08-07","2.83"
"JA000047662","TOKYO, JA","2000-08-08",
"JA000047662","TOKYO, JA","2000-08-09",
"JA000047662","TOKYO, JA","2000-08-10",
"JA000047662","TOKYO, JA","2000-08-11",
"JA000047662","TOKYO, JA","2000-08-12",
"JA000047662","TOKYO, JA","2000-08-13","0.95"
"JA000047662","TOKYO, JA","2000-08-14","0.05"
"JA000047662","TOKYO, JA","2000-08-15",
"JA000047662","TOKYO, JA","2000-08-16",
"JA000047662","TOKYO, JA","2000-08-17",
"JA000047662","TOKYO, JA","2000-08-18","0.06"
"JA000047662","TOKYO, JA","2000-08-19",
"JA000047662","TOKYO, JA","2000-08-20",
"JA000047662","TOKYO, JA","2000-08-21",
"JA000047662","TOKYO, JA","2000-08-22",
"JA000047662","TOKYO, JA","2000-08-23",
"JA000047662","TOKYO, JA","2000-08-24",
"JA000047662","TOKYO, JA","2000-08-25",
"JA000047662","TOKYO, JA","2000-08-26",
"JA000047662","TOKYO, JA","2000-08-27",
"JA000047662","TOKYO, JA","2000-08-28",
"JA000047662","TOKYO, JA","2000-08-29",
"JA000047662","TOKYO, JA","2000-08-30",
"JA000047662","TOKYO, JA","2000-08-31","0.11"
"JA000047662","TOKYO, JA","2000-09-01","0.06"
"JA000047662","TOKYO, JA","2000-09-02",
"JA000047662","TOKYO, JA","2000-09-03",
"JA000047662","TOKYO, JA","2000-09-04","0.06"
"JA000047662","TOKYO, JA","2000-09-05","1.03"
"JA000047662","TOKYO, JA","2000-09-06","0.39"
"JA000047662","TOKYO, JA","2000-09-07","0.45"
"JA000047662","TOKYO, JA","2000-09-08","0.05"
"JA000047662","TOKYO, JA","2000-09-09",
"JA000047662","TOKYO, JA","2000-09-10",
"JA000047662","TOKYO, JA","2000-09-11","1.07"
"JA000047662","TOKYO, JA","2000-09-12","0.07"
"JA000047662","TOKYO, JA","2000-09-13","0.27"
"JA000047662","TOKYO, JA","2000-09-14","0.19"
"JA000047662","TOKYO, JA","2000-09-15",
"JA000047662","TOKYO, JA","2000-09-16","0.50"
"JA000047662","TOKYO, JA","2000-09-17","1.14"
"JA000047662","TOKYO, JA","2000-09-18",
"JA000047662","TOKYO, JA","2000-09-19",
"JA000047662","TOKYO, JA","2000-09-20",
"JA000047662","TOKYO, JA","2000-09-21",
"JA000047662","TOKYO, JA","2000-09-22",
"JA000047662","TOKYO, JA","2000-09-23","0.58"
"JA000047662","TOKYO, JA","2000-09-24",
"JA000047662","TOKYO, JA","2000-09-25","0.06"
"JA000047662","TOKYO, JA","2000-09-26","0.06"
"JA000047662","TOKYO, JA","2000-09-27",
"JA000047662","TOKYO, JA","2000-09-28",
"JA000047662","TOKYO, JA","2000-09-29",
"JA000047662","TOKYO, JA","2000-09-30",
"JA000047662","TOKYO, JA","2000-10-01","0.86"
"JA000047662","TOKYO, JA","2000-10-02","0.07"
"JA000047662","TOKYO, JA","2000-10-03","0.49"
"JA000047662","TOKYO, JA","2000-10-04",
"JA000047662","TOKYO, JA","2000-10-05",
"JA000047662","TOKYO, JA","2000-10-06",
"JA000047662","TOKYO, JA","2000-10-07",
"JA000047662","TOKYO, JA","2000-10-08",
"JA000047662","TOKYO, JA","2000-10-09","0.79"
"JA000047662","TOKYO, JA","2000-10-10",
"JA000047662","TOKYO, JA","2000-10-11",
"JA000047662","TOKYO, JA","2000-10-12",
"JA000047662","TOKYO, JA","2000-10-13","0.06"
"JA000047662","TOKYO, JA","2000-10-14",
"JA000047662","TOKYO, JA","2000-10-15",
"JA000047662","TOKYO, JA","2000-10-16",
"JA000047662","TOKYO, JA","2000-10-17",
"JA000047662","TOKYO, JA","2000-10-18",
"JA000047662","TOKYO, JA","2000-10-19",
"JA000047662","TOKYO, JA","2000-10-20",
"JA000047662","TOKYO, JA","2000-10-21",
"JA000047662","TOKYO, JA","2000-10-22",
"JA000047662","TOKYO, JA","2000-10-23","1.09"
"JA000047662","TOKYO, JA","2000-10-24",
"JA000047662","TOKYO, JA","2000-10-25","0.11"
"JA000047662","TOKYO, JA","2000-10-26",
"JA000047662","TOKYO, JA","2000-10-27",
"JA000047662","TOKYO, JA","2000-10-28",
"JA000047662","TOKYO, JA","2000-10-29","0.63"
"JA000047662","TOKYO, JA","2000-10-30",
"JA000047662","TOKYO, JA","2000-10-31",
"JA000047662","TOKYO, JA","2000-11-01","0.24"
"JA000047662","TOKYO, JA","2000-11-02","0.67"
"JA000047662","TOKYO, JA","2000-11-03","0.06"
"JA000047662","TOKYO, JA","2000-11-04",
"JA000047662","TOKYO, JA","2000-11-05",
"JA000047662","TOKYO, JA","2000-11-06",
"JA000047662","TOKYO, JA","2000-11-07","0.10"
"JA000047662","TOKYO, JA","2000-11-08",
"JA000047662","TOKYO, JA","2000-11-09",
"JA000047662","TOKYO, JA","2000-11-10",
"JA000047662","TOKYO, JA","2000-11-11",
"JA000047662","TOKYO, JA","2000-11-12",
"JA000047662","TOKYO, JA","2000-11-13",
"JA000047662","TOKYO, JA","2000-11-14","0.06"
"JA000047662","TOKYO, JA","2000-11-15","0.14"
"JA000047662","TOKYO, JA","2000-11-16","0.05"
"JA000047662","TOKYO, JA","2000-11-17","0.75"
"JA000047662","TOKYO, JA","2000-11-18",
"JA000047662","TOKYO, JA","2000-11-19",
"JA000047662","TOKYO, JA","2000-11-20","0.63"
"JA000047662","TOKYO, JA","2000-11-21",
"JA000047662","TOKYO, JA","2000-11-22",
"JA000047662","TOKYO, JA","2000-11-23",
"JA000047662","TOKYO, JA","2000-11-24",
"JA000047662","TOKYO, JA","2000-11-25",
"JA000047662","TOKYO, JA","2000-11-26",
"JA000047662","TOKYO, JA","2000-11-27",
"JA000047662","TOKYO, JA","2000-11-28",
"JA000047662","TOKYO, JA","2000-11-29",
"JA000047662","TOKYO, JA","2000-11-30",
"JA000047662","TOKYO, JA","2000-12-01","0.06"
"JA000047662","TOKYO, JA","2000-12-02",
"JA000047662","TOKYO, JA","2000-12-03",
"JA000047662","TOKYO, JA","2000-12-04",
"JA000047662","TOKYO, JA","2000-12-05",
"JA000047662","TOKYO, JA","2000-12-06",
"JA000047662","TOKYO, JA","2000-12-07",
"JA000047662","TOKYO, JA","2000-12-08",
"JA000047662","TOKYO, JA","2000-12-09",
"JA000047662","TOKYO, JA","2000-12-10",
"JA000047662","TOKYO, JA","2000-12-11",
"JA000047662","TOKYO, JA","2000-12-12",
"JA000047662","TOKYO, JA","2000-12-13",
"JA000047662","TOKYO, JA","2000-12-14",
"JA000047662","TOKYO, JA","2000-12-15",
"JA000047662","TOKYO, JA","2000-12-16",
"JA000047662","TOKYO, JA","2000-12-17",
"JA000047662","TOKYO, JA","2000-12-18",
"JA000047662","TOKYO, JA","2000-12-19",
"JA000047662","TOKYO, JA","2000-12-20",
"JA000047662","TOKYO, JA","2000-12-21",
"JA000047662","TOKYO, JA","2000-12-22",
"JA000047662","TOKYO, JA","2000-12-23",
"JA000047662","TOKYO, JA","2000-12-24",
"JA000047662","TOKYO, JA","2000-12-25",
"JA000047662","TOKYO, JA","2000-12-26",
"JA000047662","TOKYO, JA","2000-12-27",
"JA000047662","TOKYO, JA","2000-12-28",
"JA000047662","TOKYO, JA","2000-12-29",
"JA000047662","TOKYO, JA","2000-12-30",
"JA000047662","TOKYO, JA","2000-12-31",
"JA000047662","TOKYO, JA","2001-01-01",
"JA000047662","TOKYO, JA","2001-01-02",
"JA000047662","TOKYO, JA","2001-01-03",
"JA000047662","TOKYO, JA","2001-01-04",
"JA000047662","TOKYO, JA","2001-01-05",
"JA000047662","TOKYO, JA","2001-01-06",
"JA000047662","TOKYO, JA","2001-01-07",
"JA000047662","TOKYO, JA","2001-01-08","1.24"
"JA000047662","TOKYO, JA","2001-01-09",
"JA000047662","TOKYO, JA","2001-01-10","0.78"
"JA000047662","TOKYO, JA","2001-01-11",
"JA000047662","TOKYO, JA","2001-01-12",
"JA000047662","TOKYO, JA","2001-01-13",
"JA000047662","TOKYO, JA","2001-01-14",
"JA000047662","TOKYO, JA","2001-01-15",
"JA000047662","TOKYO, JA","2001-01-16",
"JA000047662","TOKYO, JA","2001-01-17",
"JA000047662","TOKYO, JA","2001-01-18",
"JA000047662","TOKYO, JA","2001-01-19",
"JA000047662","TOKYO, JA","2001-01-20",
"JA000047662","TOKYO, JA","2001-01-21",
"JA000047662","TOKYO, JA","2001-01-22",
"JA000047662","TOKYO, JA","2001-01-23",
"JA000047662","TOKYO, JA","2001-01-24",
"JA000047662","TOKYO, JA","2001-01-25",
"JA000047662","TOKYO, JA","2001-01-26","0.96"
"JA000047662","TOKYO, JA","2001-01-27","1.30"
"JA000047662","TOKYO, JA","2001-01-28",
"JA000047662","TOKYO, JA","2001-01-29",
"JA000047662","TOKYO, JA","2001-01-30",
"JA000047662","TOKYO, JA","2001-01-31",
"JA000047662","TOKYO, JA","2001-02-01","0.15"
"JA000047662","TOKYO, JA","2001-02-02",
"JA000047662","TOKYO, JA","2001-02-03",
"JA000047662","TOKYO, JA","2001-02-04",
"JA000047662","TOKYO, JA","2001-02-05",
"JA000047662","TOKYO, JA","2001-02-06",
"JA000047662","TOKYO, JA","2001-02-07","0.47"
"JA000047662","TOKYO, JA","2001-02-08",
"JA000047662","TOKYO, JA","2001-02-09",
"JA000047662","TOKYO, JA","2001-02-10",
"JA000047662","TOKYO, JA","2001-02-11",
"JA000047662","TOKYO, JA","2001-02-12",
"JA000047662","TOKYO, JA","2001-02-13",
"JA000047662","TOKYO, JA","2001-02-14","0.06"
"JA000047662","TOKYO, JA","2001-02-15",
"JA000047662","TOKYO, JA","2001-02-16",
"JA000047662","TOKYO, JA","2001-02-17",
"JA000047662","TOKYO, JA","2001-02-18",
"JA000047662","TOKYO, JA","2001-02-19",
"JA000047662","TOKYO, JA","2001-02-20",
"JA000047662","TOKYO, JA","2001-02-21",
"JA000047662","TOKYO, JA","2001-02-22",
"JA000047662","TOKYO, JA","2001-02-23",
"JA000047662","TOKYO, JA","2001-02-24","0.24"
"JA000047662","TOKYO, JA","2001-02-25",
"JA000047662","TOKYO, JA","2001-02-26",
"JA000047662","TOKYO, JA","2001-02-27",
"JA000047662","TOKYO, JA","2001-02-28",
"JA000047662","TOKYO, JA","2001-03-01","0.95"
"JA000047662","TOKYO, JA","2001-03-02",
"JA000047662","TOKYO, JA","2001-03-03",
"JA000047662","TOKYO, JA","2001-03-04","0.70"
"JA000047662","TOKYO, JA","2001-03-05",
"JA000047662","TOKYO, JA","2001-03-06",
"JA000047662","TOKYO, JA","2001-03-07",
"JA000047662","TOKYO, JA","2001-03-08",
"JA000047662","TOKYO, JA","2001-03-09",
"JA000047662","TOKYO, JA","2001-03-10",
"JA000047662","TOKYO, JA","2001-03-11",
"JA000047662","TOKYO, JA","2001-03-12","0.06"
"JA000047662","TOKYO, JA","2001-03-13",
"JA000047662","TOKYO, JA","2001-03-14",
"JA000047662","TOKYO, JA","2001-03-15",
"JA000047662","TOKYO, JA","2001-03-16",
"JA000047662","TOKYO, JA","2001-03-17",
"JA000047662","TOKYO, JA","2001-03-18","0.10"
"JA000047662","TOKYO, JA","2001-03-19",
"JA000047662","TOKYO, JA","2001-03-20",
"JA000047662","TOKYO, JA","2001-03-21",
"JA000047662","TOKYO, JA","2001-03-22",
"JA000047662","TOKYO, JA","2001-03-23",
"JA000047662","TOKYO, JA","2001-03-24",
"JA000047662","TOKYO, JA","2001-03-25","0.06"
"JA000047662","TOKYO, JA","2001-03-26","0.90"
"JA000047662","TOKYO, JA","2001-03-27",
"JA000047662","TOKYO, JA","2001-03-28",
"JA000047662","TOKYO, JA","2001-03-29","0.97"
"JA000047662","TOKYO, JA","2001-03-30","0.05"
"JA000047662","TOKYO, JA","2001-03-31","0.47"
"JA000047662","TOKYO, JA","2001-04-01",
"JA000047662","TOKYO, JA","2001-04-02",
"JA000047662","TOKYO, JA","2001-04-03",
"JA000047662","TOKYO, JA","2001-04-04",
"JA000047662","TOKYO, JA","2001-04-05",
"JA000047662","TOKYO, JA","2001-04-06",
"JA000047662","TOKYO, JA","2001-04-07",
"JA000047662","TOKYO, JA","2001-04-08",
"JA000047662","TOKYO, JA","2001-04-09",
"JA000047662","TOKYO, JA","2001-04-10",
"JA000047662","TOKYO, JA","2001-04-11",
"JA000047662","TOKYO, JA","2001-04-12",
"JA000047662","TOKYO, JA","2001-04-13",
"JA000047662","TOKYO, JA","2001-04-14",
"JA000047662","TOKYO, JA","2001-04-15",
"JA000047662","TOKYO, JA","2001-04-16",
"JA000047662","TOKYO, JA","2001-04-17",
"JA000047662","TOKYO, JA","2001-04-18",
"JA000047662","TOKYO, JA","2001-04-19","0.15"
"JA000047662","TOKYO, JA","2001-04-20",
"JA000047662","TOKYO, JA","2001-04-21",
"JA000047662","TOKYO, JA","2001-04-22",
"JA000047662","TOKYO, JA","2001-04-23",
"JA000047662","TOKYO, JA","2001-04-24",
"JA000047662","TOKYO, JA","2001-04-25","0.28"
"JA000047662","TOKYO, JA","2001-04-26",
"JA000047662","TOKYO, JA","2001-04-27",
"JA000047662","TOKYO, JA","2001-04-28",
"JA000047662","TOKYO, JA","2001-04-29","0.15"
"JA000047662","TOKYO, JA","2001-04-30","0.99"
"JA000047662","TOKYO, JA","2001-05-01",
"JA000047662","TOKYO, JA","2001-05-02",
"JA000047662","TOKYO, JA","2001-05-03","1.03"
"JA000047662","TOKYO, JA","2001-05-04",
"JA000047662","TOKYO, JA","2001-05-05",
"JA000047662","TOKYO, JA","2001-05-06",
"JA000047662","TOKYO, JA","2001-05-07",
"JA000047662","TOKYO, JA","2001-05-08",
"JA000047662","TOKYO, JA","2001-05-09","0.27"
"JA000047662","TOKYO, JA","2001-05-10","0.06"
"JA000047662","TOKYO, JA","2001-05-11","0.11"
"JA000047662","TOKYO, JA","2001-05-12",
"JA000047662","TOKYO, JA","2001-05-13",
"JA000047662","TOKYO, JA","2001-05-14",
"JA000047662","TOKYO, JA","2001-05-15",
"JA000047662","TOKYO, JA","2001-05-16","0.39"
"JA000047662","TOKYO, JA","2001-05-17",
"JA000047662","TOKYO, JA","2001-05-18",
"JA000047662","TOKYO, JA","2001-05-19",
"JA000047662","TOKYO, JA","2001-05-20",
"JA000047662","TOKYO, JA","2001-05-21",
"JA000047662","TOKYO, JA","2001-05-22","0.06"
"JA000047662","TOKYO, JA","2001-05-23","0.59"
"JA000047662","TOKYO, JA","2001-05-24","1.45"
"JA000047662","TOKYO, JA","2001-05-25",
"JA000047662","TOKYO, JA","2001-05-26",
"JA000047662","TOKYO, JA","2001-05-27","0.59"
"JA000047662","TOKYO, JA","2001-05-28",
"JA000047662","TOKYO, JA","2001-05-29",
"JA000047662","TOKYO, JA","2001-05-30",
"JA000047662","TOKYO, JA","2001-05-31","1.26"
"JA000047662","TOKYO, JA","2001-06-01",
"JA000047662","TOKYO, JA","2001-06-02",
"JA000047662","TOKYO, JA","2001-06-03",
"JA000047662","TOKYO, JA","2001-06-04",
"JA000047662","TOKYO, JA","2001-06-05",
"JA000047662","TOKYO, JA","2001-06-06","0.32"
"JA000047662","TOKYO, JA","2001-06-07","0.65"
"JA000047662","TOKYO, JA","2001-06-08",
"JA000047662","TOKYO, JA","2001-06-09",
"JA000047662","TOKYO, JA","2001-06-10","0.15"
"JA000047662","TOKYO, JA","2001-06-11","0.31"
"JA000047662","TOKYO, JA","2001-06-12","1.33"
"JA000047662","TOKYO, JA","2001-06-13","0.06"
"JA000047662","TOKYO, JA","2001-06-14","1.30"
"JA000047662","TOKYO, JA","2001-06-15","1.22"
"JA000047662","TOKYO, JA","2001-06-16",
"JA000047662","TOKYO, JA","2001-06-17",
"JA000047662","TOKYO, JA","2001-06-18",
"JA000047662","TOKYO, JA","2001-06-19",
"JA000047662","TOKYO, JA","2001-06-20","0.38"
"JA000047662","TOKYO, JA","2001-06-21","0.10"
"JA000047662","TOKYO, JA","2001-06-22",
"JA000047662","TOKYO, JA","2001-06-23",
"JA000047662","TOKYO, JA","2001-06-24","0.06"
"JA000047662","TOKYO, JA","2001-06-25",
"JA000047662","TOKYO, JA","2001-06-26",
"JA000047662","TOKYO, JA","2001-06-27",
"JA000047662","TOKYO, JA","2001-06-28",
"JA000047662","TOKYO, JA","2001-06-29",
"JA000047662","TOKYO, JA","2001-06-30","0.07"
"JA000047662","TOKYO, JA","2001-07-01",
"JA000047662","TOKYO, JA","2001-07-02",
"JA000047662","TOKYO, JA","2001-07-03",
"JA000047662","TOKYO, JA","2001-07-04",
"JA000047662","TOKYO, JA","2001-07-05",
"JA000047662","TOKYO, JA","2001-07-06",
"JA000047662","TOKYO, JA","2001-07-07",
"JA000047662","TOKYO, JA","2001-07-08",
"JA000047662","TOKYO, JA","2001-07-09",
"JA000047662","TOKYO, JA","2001-07-10",
"JA000047662","TOKYO, JA","2001-07-11",
"JA000047662","TOKYO, JA","2001-07-12",
