Date,KOR,CHN,JPY,USA,KOR_Seasonal_Adjusted_Trend,CHN_Seasonal_Adjusted_Trend,JPY_Seasonal_Adjusted_Trend,USA_Seasonal_Adjusted_Trend,KOR_Seasonal_Adjusted_Trend_Daily_Return,USA_Seasonal_Adjusted_Trend_Daily_Return,JPY_Seasonal_Adjusted_Trend_Daily_Return,CHN_Seasonal_Adjusted_Trend_Daily_Return
2015-01-20,0.04,1e-10,0.004,0.006,0.15462962965463,0.0077777778527777,0.162861111115278,0.0753333333791667,-0.24876293294324214,0.078758949700247,-0.0020425532169169314,0.36585365371802214
2015-01-21,0.195,1e-10,0.142,0.0679999999999999,0.097037037062037,0.0294444445152778,0.171027777777778,0.0833333333708333,-0.37245508976014385,0.10619469009025684,0.05014497694737807,2.785714258316368
2015-01-22,0.288333333333333,1e-10,0.201666666666667,0.194,0.0925231481731481,0.0636111111736111,0.153597222222222,0.0865833333625,-0.046517175560534696,0.0389999998824504,-0.10191651778463784,1.1603773554160712
2015-01-23,1e-10,1e-10,0.361666666666667,1e-10,0.101550925950926,0.0827777778319444,0.127416666670833,0.0870000000208333,0.09757317985855041,0.004812319440149482,-0.17044940769509087,0.30131004324107047
2015-01-24,1e-10,0.0233333333333333,0.0516666666666666,0.144,0.111203703728704,0.0906944444902778,0.126541666675,0.0704166666833333,0.09505356733470505,-0.1906130268221713,-0.006867233453010324,0.09563758372936548
2015-01-25,1e-10,0.02,0.02,0.012,0.11037037039537,0.0944444444861111,0.140486111119444,0.0588333333458333,-0.0074937552023179865,-0.1644970414403557,0.11019646580329834,0.0413476262731316
2015-01-26,0.191111111111111,0.08,0.016,0.12,0.105370370399537,0.101527777815278,0.154722222230556,0.0695000000083333,-0.045302013374802774,0.18130311603796678,0.10133465150165755,0.0749999999227966
2015-01-27,0.106666666666667,0.46,0.508333333333333,0.072,0.0964120370703704,0.109027777806944,0.152555555563889,0.080666666675,-0.08501757462936632,0.1606714628104715,-0.01400359066352086,0.07387140891935684
2015-01-28,0.065,0.36,0.0266666666666666,0.006,0.0771064815189815,0.109444444469444,0.142819444452778,0.078666666675,-0.20024009592596737,-0.02479338842719081,-0.0638201019630098,0.0038216560117165788
2015-01-29,0.315,0.1,1e-10,0.004,0.0723842592967592,0.109444444469444,0.120847222234722,0.0718333333375,-0.06124286997922235,-0.08686440682342533,-0.1538461538080057,0.0
2015-01-30,0.08,0.09,0.175,0.018,0.0873842592884259,0.108888888913889,0.10445833335,0.0666666666708333,0.20722737425784876,-0.0719257540561532,-0.13561659574507878,-0.005076142130815198
2015-01-31,0.0033333333333333,1e-10,0.341666666666667,0.124,0.0950925926175926,0.107500000029167,0.109805555572222,0.0601666666791667,0.08821192045267678,-0.09749999986890534,0.0511900013214408,-0.012755101999620488
2015-02-01,1e-10,0.17,0.02,0.138,0.0871296296587963,0.103333333370833,0.115805555576389,0.0550000000166667,-0.0837390456985303,-0.08587257609019261,0.05464204404685735,-0.038759689834451105
2015-02-02,0.02,0.01,0.074,0.204,0.0818055555888889,0.0808333333791667,0.0957638889138889,0.0473333333541667,-0.06110520715807832,-0.13939393927594113,-0.17306308460547026,-0.21774193532420372
2015-02-03,1e-10,1e-10,0.036,0.01,0.0841319444777778,0.0466666667208333,0.0808333333583333,0.0448333333583333,0.028438030548684212,-0.05281690129717709,-0.15591007972724658,-0.4226804120283778
2015-02-04,0.175,1e-10,1e-10,0.02,0.0706944444819444,0.0275000000625,0.0854166666875,0.045250000025,-0.1597193560572313,0.009293680292216333,0.05670103085875278,-0.410714285058992
2015-02-05,0.185,0.01,0.02,1e-10,0.0542361111569444,0.0195833334041667,0.0785972222388889,0.0444166666958333,-0.23280943001403054,-0.0184162061592551,-0.07983739840329152,-0.2878787869214863
2015-02-06,1e-10,1e-10,0.18,1e-10,0.0515972222722222,0.0158333334083333,0.0575694444611111,0.0385000000375,-0.048655569664388,-0.13320825488438415,-0.2675384342956274,-0.19148936079674383
2015-02-07,1e-10,1e-10,1e-10,0.008,0.0552083333791667,0.0087500000791666,0.0430000000166667,0.0275833333791667,0.06998654090122547,-0.2835497830571476,-0.2530759951016419,-0.44736841867036314
2015-02-08,0.17,1e-10,0.0433333333333333,1e-10,0.0572916667125,0.00416666675,0.04283333335,0.01350000005,0.03773584902527527,-0.5105740171274455,-0.0038759689907464923,-0.5238095185941007
2015-02-09,0.0575,1e-10,0.133333333333333,0.018,0.0564583333833333,0.0085416667458333,0.0430000000166666,0.0053333333833333,-0.014545454461091456,-0.6049382693644286,0.0038910505821418973,1.0499999779999922
2015-02-10,1e-10,1e-10,0.0033333333333333,0.002,0.0638020833833333,0.0108333334041667,0.0445000000125,0.00925000005,0.13007380062281304,0.7343749931152452,0.03488372081981406,0.26829267946461344
2015-02-11,1e-10,1e-10,0.008,1e-10,0.0684895833833333,0.0108333334041667,0.0470000000083333,0.0141666667125,0.07346938769752609,0.5315315282079376,0.056179775171484314,0.0
2015-02-12,0.02,1e-10,0.004,1e-10,0.0709375000458333,0.0108333334041667,0.0463750000083333,0.015333333375,0.03574144477999086,0.08235294061591691,-0.013297872338067784,0.0
2015-02-13,0.07,1e-10,0.008,1e-10,0.0779861111486111,0.0140277778402778,0.0502638888930555,0.0150000000458333,0.09936368067980461,-0.021739130103971882,0.083857442243092,0.2948717921745543
2015-02-14,1e-10,0.07,0.0819999999999999,0.004,0.0728472222597222,0.0311805556097222,0.0548055555555555,0.0147500000458333,-0.06589492427819854,-0.01666666661574079,0.09035645196819386,1.2227722711856628
2015-02-15,1e-10,0.045,0.032,0.014,0.0725347222638889,0.0606944444902778,0.0484444444486111,0.0207500000416667,-0.004289799749936152,0.406779659470464,-0.1160669031170799,0.9465478822754869
2015-02-16,0.35125,0.01,0.04,0.11,0.0837698413073413,0.0850000000375,0.0437500000083333,0.0384166667083333,0.1548929766709226,0.8514056207803053,-0.09690366963042751,0.4004576654641847
2015-02-17,0.12125,1e-10,0.04,0.028,0.0882341270174603,0.108750000029167,0.0541388888972222,0.0523333333708333,0.05329227846737927,0.3622559647914798,0.23746031741508755,0.2794117644845773
2015-02-18,0.1225,0.01,0.145,1e-10,0.0874007936882937,0.125000000020833,0.0640555555638889,0.0545000000333333,-0.00944456932181914,0.04140127377606606,0.1831708568214725,0.14942528723961113
2015-02-19,0.0466666666666666,0.0666666666666666,0.128333333333333,1e-10,0.083650793696627,0.1325000000125,0.0644444444527778,0.0635833333625,-0.04290578876252216,0.16666666648827788,0.006071118819678922,0.05999999992333627
2015-02-20,1e-10,0.345,0.024,0.002,0.0819841270299603,0.144375000008333,0.063666666675,0.0731666666916667,-0.019924098660810352,0.1507208386595651,-0.012068965515681152,0.0896226414695298
2015-02-21,0.22,0.363333333333333,1e-10,0.16,0.0878174603549603,0.180625000008333,0.075166666675,0.075000000025,0.07115198436970926,0.02505694759963828,0.18062827222766642,0.2510822510677593
2015-02-22,0.107142857142857,0.22,0.024,0.284,0.077765377021627,0.222083333341667,0.0870277777861111,0.073500000025,-0.11446565742965609,-0.01999999999333335,0.15779748704828545,0.2295271049490455
2015-02-23,1e-10,0.35,0.236666666666667,0.052,0.0634945436924603,0.235138888893056,0.095291666675,0.0799166666916667,-0.1835114015482482,0.08730158727189319,0.09495691030051501,0.05878674169260378
2015-02-24,1e-10,0.04,0.0133333333333333,1e-10,0.0587549603632936,0.236805555555556,0.130083333341667,0.0911666666875,-0.07464552154470405,0.14077163702582696,0.3651071272090016,0.0070880094328336085
2015-02-25,1e-10,0.14,0.008,0.218,0.0583730159230159,0.238472222222222,0.151680555563889,0.1007500000125,-0.0065006331025679875,0.10511882986628907,0.166026051665638,0.007038123167152577
2015-02-26,0.03,0.215,0.0633333333333333,0.016,0.0632341270299603,0.228819444444444,0.168458333341667,0.119083333341667,0.08327668238617969,0.18196856900141345,0.11061258125937612,-0.04047757716948264
2015-02-27,0.11,0.77,0.326666666666667,0.046,0.0567063492480159,0.205972222222222,0.1924583333375,0.130583333341667,-0.10323187950157897,0.09657102868463441,0.1424684639800884,-0.0998482549317139
2015-02-28,1e-10,0.28,0.03,0.042,0.0470337302003968,0.185416666670833,0.195,0.1195000000125,-0.17057382772631124,-0.08487555835450933,0.013206321692721179,-0.09979770732973758
2015-03-01,0.13,0.0433333333333333,0.248333333333333,0.25,0.0440277778194444,0.161666666679167,0.186472222222222,0.105500000020833,-0.06391056733422862,-0.11715481163349428,-0.043732193732194835,-0.12808988759262396
2015-03-02,1e-10,0.0066666666666666,0.771666666666667,0.048,0.0440277778194444,0.1454166666875,0.185305555555556,0.105250000020833,0.0,-0.0023696682459776186,-0.0062565172054187546,-0.10051546385820931
2015-03-03,0.16,0.11,0.02,0.182,0.0525694444819444,0.141250000025,0.196583333333333,0.103916666683333,0.1940063088700259,-0.01266825023502205,0.060860440713531805,-0.02865329509618153
2015-03-04,0.0033333333333333,0.0699999999999999,0.535,0.26,0.0612500000333333,0.130625000025,0.253236111111111,0.10383333335,0.1651254951794352,-0.0008019246189540086,0.2881870849229915,-0.07522123892473953
2015-03-05,0.06,0.09,0.065,0.178,0.0568055555930555,0.102083333358333,0.305027777777778,0.105166666683333,-0.07256235816912748,0.012841091490712442,0.20451927823177907,-0.2185007974063501
2015-03-06,0.0349999999999999,1e-10,0.02,1e-10,0.0522222222638889,0.080000000025,0.303416666666667,0.101583333354167,-0.08068459645040271,-0.034072900113452875,-0.005281850468991545,-0.21632653055926443
2015-03-07,1e-10,1e-10,0.036,1e-10,0.0471626984543651,0.0823611111361111,0.292791666666667,0.090000000025,-0.09688449840294155,-0.11402789165012028,-0.03501785223839604,0.02951388887966555
2015-03-08,1e-10,1e-10,0.186,0.046,0.0421031746448412,0.0861111111402778,0.259458333333333,0.0849166666916667,-0.10727808152070684,-0.056481481465791794,-0.11384659171766254,0.045531197338624985
2015-03-09,0.205,0.08,0.106,0.14,0.0354365079823412,0.0829166667,0.236055555555556,0.0820833333625,-0.1583411873032442,-0.033366045083405904,-0.09019859750548409,-0.03709677413259638
2015-03-10,0.0333333333333333,0.02,1.325,0.092,0.028630952435119,0.0770833333708333,0.214319444444444,0.0636666667041667,-0.19204927163290353,-0.2243654820522556,-0.09208048952695103,-0.07035175871543697
2015-03-11,1e-10,0.28,0.308,0.002,0.0259920635545635,0.113958333375,0.193138888888889,0.045583333375,-0.09216909170365617,-0.28403141337982474,-0.09882703648499536,0.4783783781997084
2015-03-12,1e-10,0.24,0.01,1e-10,0.0700892857809524,0.1750000000375,0.194388888888889,0.0397500000375,1.6965648815769625,-0.1279707495173943,0.0064720264633970626,0.5356489942831264
2015-03-13,0.0085714285714285,0.14,0.0133333333333333,0.014,0.121269841332341,0.205416666695833,0.233444444444444,0.0440000000291667,0.7302193906118748,0.10691823868320172,0.20091454701342948,0.17380952372465797
2015-03-14,1e-10,1e-10,0.206666666666667,0.162,0.126269841324008,0.217083333354167,0.273569444444444,0.051750000025,0.041230366402182916,0.17613636342490868,0.1718824369347931,0.05679513179721285
2015-03-15,1e-10,0.04,0.0233333333333333,1e-10,0.118144841324008,0.216250000020833,0.270916666666667,0.0513333333583333,-0.06434632303965038,-0.00805152978677115,-0.009696908158599804,-0.0038387715927248323
2015-03-16,1e-10,1e-10,0.01,1e-10,0.108214285776786,0.2120833333625,0.211430555559722,0.0429166666916667,-0.08405407663960374,-0.16396103888118663,-0.21957346455962445,-0.019267822695637538
2015-03-17,1e-10,1.045,0.0816666666666666,0.004,0.106825396892063,0.201250000033333,0.143527777786111,0.041000000025,-0.012834616749103467,-0.04466019414874245,-0.32115877288337713,-0.0510805500715622
2015-03-18,1.15333333333333,0.51,0.0333333333333333,0.034,0.106825396892063,0.1812500000375,0.130694444452778,0.0425000000208333,0.0,0.03658536572972371,-0.08941358621505024,-0.09937888195041189
2015-03-19,0.11,0.22,0.96,0.068,0.106468254039087,0.169166666708333,0.130277777786111,0.0454166666833333,-0.0033432391862475708,0.06862745084871213,-0.003188097768130893,-0.06666666662988685
2015-03-20,0.01,0.06,0.225,0.164,0.106111111186111,0.178541666704167,0.121527777786111,0.0462500000166667,-0.003354453928068435,0.018348623846479173,-0.06716417910018146,0.05541871917354624
2015-03-21,1e-10,1e-10,0.0033333333333333,0.012,0.106111111186111,0.188333333370833,0.112083333345833,0.0468333333458333,0.0,0.012612612517975963,-0.07771428567467298,0.05484247373410156
2015-03-22,1e-10,1e-10,1e-10,0.018,0.106111111186111,0.186666666708333,0.110694444465278,0.049166666675,0.0,0.0498220639546747,-0.012391573654127352,-0.008849557498237792
2015-03-23,1e-10,0.04,0.0033333333333333,0.03,0.106111111186111,0.171458333375,0.106875000029167,0.0493333333416667,0.0,0.0033898305079007596,-0.03450439138622774,-0.08147321426752674
2015-03-24,1e-10,1e-10,0.0066666666666666,0.008,0.0580555556347222,0.135694444486111,0.104861111144444,0.0480833333458333,-0.45287958079246693,-0.0253378377490997,-0.018843404764195437,-0.20858647220528537
2015-03-25,1e-10,0.09,0.0066666666666666,0.076,0.0093055556388888,0.111805555597222,0.0662500000375,0.0452500000166667,-0.8397129174434552,-0.058925476501144436,-0.368211920373016,-0.17604912993570754
2015-03-26,1e-10,0.275,0.0033333333333333,0.12,0.0160185186018519,0.115277777819444,0.0197916667083333,0.03733333335,0.7213930283656564,-0.1749539594199071,-0.7012578611753891,0.031055900609542553
2015-03-27,1e-10,1e-10,1e-10,0.056,0.0281283069574735,0.1418750000375,0.0197916667083333,0.03383333335,0.7559867835856922,-0.09374999995814726,0.0,0.23072289144673142
2015-03-28,1e-10,1e-10,1e-10,1e-10,0.0534788360496693,0.190625000029167,0.0316666667041666,0.03658333335,0.9012461763348447,0.08128078813729989,0.5999999985263151,0.34361233465220464
2015-03-29,1e-10,0.68,1e-10,0.008,0.0863144841894841,0.232916666691667,0.0552083333666666,0.0351666666833333,0.6139933208216835,-0.038724373558668534,0.7434210516196342,0.22185792344146393
2015-03-30,1e-10,0.0166666666666666,0.0666666666666666,1e-10,0.105376984181151,0.300833333354167,0.0820833333666666,0.0396666666833333,0.22084937621615675,0.12796208524741148,0.4867924525362768,0.29159212875224383
2015-03-31,0.0933333333333333,0.14,1e-10,0.034,0.130335317506151,0.381666666683333,0.1022916667,0.0430000000166667,0.23684805101363238,0.08403361341007165,0.24619289330103955,0.26869806090936743
2015-04-01,0.187777777777778,0.223333333333333,0.0699999999999999,0.008,0.151668650831151,0.414791666683333,0.123055555588889,0.03833333335,0.1636803725436371,-0.10852713174088169,0.2029871010879618,0.08679039300931057
2015-04-02,0.112857142857143,0.475,0.158333333333333,0.084,0.156272817489484,0.437708333345833,0.139236111140278,0.0352500000166667,0.030356745663009166,-0.08043478257372316,0.13148984191697877,0.05524861877226517
2015-04-03,0.495555555555556,0.695,0.13,0.012,0.157626984151984,0.457916666670833,0.147777777798611,0.0425000000125,0.008665401214713153,0.20567375864979853,0.06134663334375534,0.0461684911743121
2015-04-04,0.2925,0.36,0.438333333333333,0.002,0.157626984151984,0.464583333333333,0.157083333345833,0.0515833333416667,0.0,0.2137254900351795,0.06296992474676011,0.014558689708693784
2015-04-05,0.165,1.31,0.216666666666667,0.144,0.157626984151984,0.487430555555556,0.183263888897222,0.052666666675,0.0,0.021001615505491955,0.16666666662688012,0.04917787742900015
2015-04-06,0.434,0.72,0.281666666666667,0.02,0.153738095267262,0.506944444444444,0.202222222226389,0.0517500000083333,-0.02467146666317188,-0.01740506328838598,0.1034482758346309,0.040034192904970345
2015-04-07,0.0779999999999999,0.44,0.226666666666667,0.064,0.158275132308466,0.496805555559722,0.215625,0.0562500000083333,0.029511469055972572,0.08695652172512802,0.06627747250550198,-0.01999999999178037
2015-04-08,0.0325,0.385,0.165,0.038,0.186582010615344,0.467708333345833,0.240347222222222,0.0583333333416667,0.17884602523477966,0.03703703703155137,0.11465378421900052,-0.0585686329153603
2015-04-09,1e-10,0.1,0.04,0.192,0.188523148181481,0.421041666683333,0.272986111111111,0.0545000000125,0.010403669462748066,-0.06571428563346993,0.13579890205143075,-0.09977728283920428
2015-04-10,1e-10,0.74,0.183333333333333,0.034,0.164395833366667,0.3791666666875,0.289861111111111,0.0669166666833333,-0.12798064878265214,0.2278287462015678,0.06181633172220824,-0.09945571497874428
2015-04-11,1e-10,0.505,0.511666666666667,1e-10,0.151333333370833,0.3095833333625,0.277222222222222,0.0844166666833333,-0.07945760989391693,0.2615193025500573,-0.043603258265453304,-0.18351648348442218
2015-04-12,1e-10,0.12,0.01,0.012,0.126375000045833,0.2279166667,0.257847222222222,0.0921666666833333,-0.1649229073930536,0.09180651528296035,-0.06988977955911824,-0.26379542391861954
2015-04-13,0.39,1e-10,0.381666666666667,0.138,0.123322916716667,0.185833333366667,0.239722222222222,0.0961666666833333,-0.02415100556327665,0.043399638328499135,-0.07029356315647728,-0.18464351002783863
2015-04-14,0.59,1e-10,0.44,0.004,0.152509259309259,0.201875000033333,0.229583333333333,0.10683333335,0.23666600960831374,0.11091854417488456,-0.04229432213209783,0.08632286993966942
2015-04-15,0.065,0.05,0.631666666666667,1e-10,0.166664351901852,0.2287500000375,0.250833333333333,0.11033333335,0.09281464388918992,0.032761310447307235,0.09255898366606186,0.13312693498318007
2015-04-16,0.144,1e-10,0.341666666666667,0.312,0.166664351901852,0.193750000045833,0.267222222226389,0.103000000016667,0.0,-0.06646525678754012,0.06533776302879457,-0.15300546441936302
2015-04-17,1e-10,1e-10,0.01,0.254,0.166664351901852,0.142291666716667,0.238958333341667,0.107583333345833,0.0,0.04449838182936272,-0.10576923075198807,-0.2655913977651261
2015-04-18,1e-10,0.07,0.0233333333333333,0.096,0.166664351901852,0.118333333383333,0.217916666679167,0.124333333341667,0.0,0.15569326098114233,-0.08805579771270933,-0.16837481692473344
2015-04-19,0.43875,0.08,0.05,0.0839999999999999,0.150414351906019,0.117500000045833,0.201875000016667,0.132583333341667,-0.09750135413122152,0.06635388739501624,-0.07361376670705844,-0.007042253553362521
2015-04-20,0.372222222222222,1.13,0.0983333333333333,0.274,0.109581018581019,0.1275000000375,0.1679166666875,0.136666666675,-0.2714723216738869,0.030798240098627305,-0.16821465424823967,0.08510638287460703
2015-04-21,1e-10,1e-10,0.616666666666667,0.04,0.0822893519226852,0.134583333366667,0.123263888918056,0.150000000004167,-0.24905469041753459,0.097560975573322,-0.2659222497105943,0.05555555550653857
2015-04-22,1e-10,1e-10,1e-10,0.01,0.0862893519268519,0.1341666667,0.0827083333708333,0.143416666666667,0.0486089622862127,-0.0438888889154474,-0.3290140843615881,-0.0030959752314339006
2015-04-23,1e-10,0.01,0.0166666666666666,0.134,0.115497685256019,0.156666666695833,0.0680555556013889,0.119916666670833,0.33849290412943667,-0.16385822193492572,-0.17716204851749118,0.1677018632813141
2015-04-24,1e-10,0.04,1e-10,0.28,0.147581018581019,0.176250000029167,0.0807638889388889,0.105416666675,0.2777833447820377,-0.12091730364416298,0.18673469381301544,0.12499999997673306
2015-04-25,1e-10,0.06,0.0066666666666666,0.068,0.138883101914352,0.206388888922222,0.0918055556097222,0.098166666675,-0.05893655397080766,-0.06877470355187554,0.13671539119652998,0.17100078801740404
2015-04-26,1e-10,0.18,1e-10,0.172,0.105092592663426,0.192361111148611,0.0856250000625,0.0834166666791667,-0.2433018040723508,-0.15025466887519034,-0.0673222389012772,-0.06796769848834927
2015-04-27,1e-10,0.04,1e-10,0.152,0.104907407478241,0.167083333370833,0.0592361111777778,0.07208333335,-0.0017621145362554103,-0.13586413579382683,-0.3081914028082947,-0.13140794221265095
2015-04-28,0.305,1e-10,1e-10,0.002,0.134189814877315,0.331805555584722,0.0418750000625,0.07333333335,0.27912621332433085,0.017341040458418222,-0.29308323537941416,0.9858686614079957
2015-04-29,0.54,0.54,1e-10,1e-10,0.148148148206481,0.488472222247222,0.0484722222805555,0.0780000000166667,0.10401932025860261,0.06363636362190128,0.15754560497215286,0.47216408533731524
2015-04-30,0.23,1e-10,0.338333333333333,0.002,0.148148148206481,0.630972222247222,0.0501388889472222,0.07458333335,0.0,-0.04380341879405947,0.03438395411334971,0.2917259027431023
2015-05-01,1e-10,0.873333333333333,1e-10,0.004,0.148148148206481,0.844513888913889,0.0511111111694444,0.07558333335,0.0,0.013407821226054217,0.019390581694891385,0.3384327536735823
2015-05-02,1e-10,1e-10,1e-10,1e-10,0.148148148206481,0.935763888913889,0.0522222222763889,0.0835000000166667,0.0,0.10474090405628678,0.021739130328451095,0.10805032480561638
2015-05-03,0.367777777777778,0.523333333333333,0.0816666666666666,0.042,0.148981481535648,0.962222222247222,0.0534722222680555,0.0894166666833333,0.005624999969662259,0.07085828341898948,0.023936170028362902,0.028274582559541184
2015-05-04,0.335,3.43,0.118333333333333,0.038,0.137106481535648,1.00347222224306,0.0551388889263889,0.113250000016667,-0.07970789307232506,0.2665424044237614,0.0311688309862721,0.04286951500610825
2015-05-05,1e-10,0.34,0.0566666666666666,0.218,0.101898148210648,1.04013888890556,0.0556944444777778,0.132333333345833,-0.2567955426370251,0.168506254537373,0.010075566668210856,0.036539792382632275
2015-05-06,1e-10,3.13,1e-10,0.114,0.0919444445111111,1.07833333334583,0.0496527778111111,0.135000000008333,-0.09768287132127473,0.020151133467869897,-0.10847880292759438,0.036720523429768503
2015-05-07,1e-10,2.095,0.03,0.258,0.104490740807407,1.06472222223472,0.0866666666958333,0.139750000008333,0.13645518620518438,0.03518518518301317,0.7454545448701841,-0.012622359608302047
2015-05-08,1e-10,0.335,0.0033333333333333,0.172,0.104490740807407,1.0737500000125,0.130972222243056,0.151750000004167,0.0,0.0858676207164113,0.5112179484497561,0.008478998173656827
2015-05-09,0.02,0.52,0.0266666666666666,0.294,0.0925000000666667,1.11361111111944,0.129513888905556,0.159416666666667,-0.1147540982874371,0.05052169134951878,-0.011134676594198978,0.03712326994782389
2015-05-10,1e-10,0.51,0.0133333333333333,0.432,0.0669675926592593,0.980138888897222,0.151111111127778,0.15925,-0.27602602582708813,-0.0010454783063272854,0.16675603215012025,-0.11985532551668521
2015-05-11,1e-10,0.91,1e-10,0.028,0.0534259259925926,0.865000000008333,0.17333333335,0.183416666666667,-0.20221223623146567,0.15175300889586807,0.14705882351319044,-0.11747201360251558
2015-05-12,0.531111111111111,0.546666666666667,0.193333333333333,0.038,0.0792592593217593,0.750277777786111,0.171388888901389,0.202416666666667,0.48353552791482635,0.10358927760109027,-0.011217948740907868,-0.13262684649840084
2015-05-13,1e-10,1e-10,1.03333333333333,0.0819999999999999,0.108009259313426,0.535486111123611,0.196875000008333,0.194166666666667,0.3627336444686391,-0.04075751337999178,0.14870340353048084,-0.2862828581919332
2015-05-14,1e-10,1.09,0.03,0.21,0.110925925975926,0.538402777794445,0.222361111119444,0.18325,0.02700385764183677,-0.05622317596566684,0.12945326278111624,0.0054467643702540425
2015-05-15,0.08,0.39,0.0166666666666666,0.016,0.110092592646759,0.683194444461111,0.226597222230556,0.173916666666667,-0.00751252082716769,-0.05093224192814738,0.019050593378428182,0.26892815683418614
2015-05-16,0.01,0.36,0.701666666666667,0.06,0.109259259317593,0.725694444461111,0.230138888901389,0.15475,-0.007569385997110767,-0.11020603737422308,0.01562978855596686,0.06220776580454057
2015-05-17,1e-10,0.646666666666667,0.0066666666666666,0.776,0.109259259317593,0.725277777794444,0.22958333335,0.14525,0.0,-0.06138933764135712,-0.0024140011887650026,-0.000574162679413015
2015-05-18,0.62,0.07,0.0033333333333333,0.012,0.0871296296921296,0.73583333335,0.221527777798611,0.183583333333333,-0.20254237273508657,0.2639127940332737,-0.03508771927755017,0.014553810800125744
2015-05-19,0.07,1e-10,0.638333333333333,0.162,0.0650000000666667,0.772847222234722,0.170416666695833,0.215666666666667,-0.25398512198040324,0.1747616886064498,-0.23072100307548193,0.05030200074819979
2015-05-20,1e-10,2.5,0.0066666666666666,0.006,0.0650000000666667,0.785347222230556,0.126111111148611,0.217,0.0,0.006182380216381622,-0.259983699988103,0.016173959918869496
2015-05-21,1e-10,1.83,0.125,0.236,0.0616666667375,0.743472222234722,0.1241666667125,0.21875,-0.05128205116535223,0.008064516129032251,-0.015418502131978262,-0.05332036430573972
2015-05-22,1e-10,0.22,1e-10,0.03,0.0595833334083333,0.717013888905556,0.0942361111652778,0.235,-0.03378378367741108,0.07428571428571429,-0.2410514539826094,-0.03558752101004903
2015-05-23,1e-10,1.19,1e-10,0.202,0.0608333334083333,0.692986111127778,0.0647222222847222,0.232916666666667,0.020979020952613947,-0.008865248226948896,-0.3131908619275694,-0.033510895882998604
